Product Title,Price,Rating,Reviews,Product URL
"Funk For Hire Leatherette Printed 2 in 1 Backpack Shoulder Bag Handbag fit upto 15.6"" Laptop Size - Grey and Black","Rs. 2,124",5.0 out of 5 stars,2,"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NTc0MjQ5OTYwODQ0OjE2NjcwNTUzNDQ6c3BfbXRmOjIwMDQ1NjY3NzMzMDk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FFunk-Hire-Leatherette-Backpack-Bag%2Fdp%2FB09WYV3DS1%2Fref%3Dsr_1_283_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055344%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-283-spons%26psc%3D1
"
Aristocrat Zeal 15L Unisex Grey Laptop Bags,Rs. 919,5.0 out of 5 stars,3,"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NTc0MjQ5OTYwODQ0OjE2NjcwNTUzNDQ6c3BfbXRmOjIwMDg0NDY3OTY1NDk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FAristocrat-Zeal-Unisex-Grey-Laptop%2Fdp%2FB0B5YHC1W5%2Fref%3Dsr_1_284_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055344%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-284-spons%26psc%3D1
"
"House of Quirk Clear Toiletry Bag, Wash Make Up Bag PVC Waterproof Zippered Cosmetic Bag, Portable Carry Pouch for Women Men (White Large)",Rs. 399,4.5 out of 5 stars,329,"https://www.amazon.in/House-Quirk-Toiletry-Waterproof-Zippered/dp/B09G3684V7/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1667055344&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-285
"
PLAYY BAGS Large 35 L Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students(Navy Blue),Rs. 619,3.3 out of 5 stars,80,"https://www.amazon.in/PLAYY-BAGS-Backpack-College-Students/dp/B099N8JRVJ/ref=sr_1_286?crid=2M096C61O4MLT&keywords=bags&qid=1667055344&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-286
"
Wildcraft 44 Ltrs Blaze 3 Tiger Black Casual Backpack (12274_Tiger_Black)(HxWxD : 19x13.5x10.5)(inches),"Rs. 1,935",4.4 out of 5 stars,679,"https://www.amazon.in/Wildcraft-Blaze-Casual-Backpack-12274_Tiger_Black/dp/B0836BN4X4/ref=sr_1_287?crid=2M096C61O4MLT&keywords=bags&qid=1667055344&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-287
"
"POLESTAR Epic 30 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women, stylish & durable, 1 year warranty",Rs. 649,3.1 out of 5 stars,164,"https://www.amazon.in/POLESTAR-Backpack-compartment-suitable-warranty/dp/B09XTK33VB/ref=sr_1_288?crid=2M096C61O4MLT&keywords=bags&qid=1667055344&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-288
"
"AnyCraft Stylish Small backpack and sling bag set for ladies, school or college girl's combo of 3 ( Pink, 5L)",Rs. 449,3.8 out of 5 stars,392,"https://www.amazon.in/AnyCraft-Stylish-backpack-ladies-college/dp/B0991YB72T/ref=sr_1_289?crid=2M096C61O4MLT&keywords=bags&qid=1667055344&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-289
"
"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Blue)",Rs. 579,3.8 out of 5 stars,58,"https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B07SBH7R8H/ref=sr_1_290?crid=2M096C61O4MLT&keywords=bags&qid=1667055344&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-290
"
Blowzy Bags PU Leather 15.6 inch Laptop Shoulder Messenger Sling Office Bag for Men & Women (Tan),Rs. 998,4.0 out of 5 stars,804,"https://www.amazon.in/Blowzy-Bags-Leather-Shoulder-Messenger/dp/B08M25YYRR/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1667055344&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-291
"
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"Rs. 1,599",4.4 out of 5 stars,"1,789","https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1667055344&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-292
"
Aristocrat Zeal 20L Unisex Blue Laptop Bags,Rs. 923,5.0 out of 5 stars,1,"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NTc0MjQ5OTYwODQ0OjE2NjcwNTUzNDQ6c3BfYnRmOjIwMDg0NDY3OTY1Mjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FAristocrat-Zeal-Unisex-Blue-Laptop%2Fdp%2FB0B5YJ479V%2Fref%3Dsr_1_293_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055344%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-293-spons%26psc%3D1
"
Aristocrat Draw-Pack 15L Unisex Red Laptop Bags,Rs. 393,3.5 out of 5 stars,6,"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NTc0MjQ5OTYwODQ0OjE2NjcwNTUzNDQ6c3BfYnRmOjIwMDg0NDY3OTY0NTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FAristocrat-Draw-Pack-Unisex-Laptop-Bags%2Fdp%2FB0B5YHG6LX%2Fref%3Dsr_1_294_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055344%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-294-spons%26psc%3D1
"
